moneyness,tau,r,value,implied volatility
0.7843040572982476,0.5198700378339943,0.0638301177737825,-2.092788385505946,0.8155460517980373
1.2031784604416254,0.734860390521201,0.0791577530466386,-1.2425921285755142,0.31597093533832776
0.953385699685618,0.3020010560246883,0.0791824907512778,-3.4598668140144735,0.19831189529327276
1.0958813086114565,0.6696132240712109,0.0794968843981683,-1.0282269787686944,0.8501543318391214
0.774839295831645,0.7942580030803312,0.0643864797224735,-4.773325271281149,0.19266249901534138
1.2751118793454377,0.7547186864874271,0.0686644963481696,-0.9759855913603501,0.434982379521216
1.2074460213474083,0.6506682578878809,0.0497103605779719,-1.114764063546326,0.5322635277832433
0.880412218062996,0.7735305865612734,0.0454627112764515,-1.774343852995495,0.6559817929939982
1.0512201107781862,0.7303863693935737,0.0423320116620159,-1.0931309103322753,0.8691829455221978
0.8460721924430503,0.7102201938181592,0.033969736223724,-1.7012521511854033,0.806467760154419
1.0400795230647888,0.6734249728847413,0.0479433836792465,-1.959767211181918,0.30794515617458273
0.8265150218491963,0.5723587773136825,0.0314169198101943,-2.0814487195336913,0.7162597949184146
0.9926942983467676,0.823395177196756,0.0362043283643046,-2.971833625564242,0.11033841820221824
1.069248407556506,0.8466988162745179,0.0727470022975393,-1.4467641523359798,0.4450064230024964
0.8990565486034279,0.6842043852467998,0.0782738210637809,-2.051276143955756,0.5015760526941904
0.8545781137380113,0.7180632367010222,0.0311269826374805,-2.2155036071223178,0.5328507734009236
0.8772127584152405,0.9283284228418028,0.0729944916027708,-2.145581502996662,0.41596628798629354
1.2094425123623234,0.6876218142881609,0.063612844463559,-1.0274560035850702,0.5885619452067203
0.9164129621628438,0.3259825936536899,0.0398373966024819,-2.825545618827212,0.4174790672425388
1.297413042490764,0.7239570683174545,0.0335196855282552,-0.8638924765631827,0.5940866206913142
1.115044997703377,0.6140991200107087,0.0550884067168777,-1.6687694691264932,0.298596896249137
0.7811926125846596,0.4664422431607979,0.0396151629898773,-2.3008144107502346,0.7752642627713158
1.1053475524935237,0.5119005839305428,0.0459727911527402,-1.1315460749202093,0.866343985454705
0.980436510545251,0.8404635678994941,0.0440591963010992,-1.1686279287549235,0.8731756863460305
0.9690948135797812,0.8711575162722456,0.046249645782073,-1.1738242191537729,0.8721282722001433
1.0963121815316867,0.5340454207705365,0.0610960018588448,-1.79266664099701,0.2926177138181174
1.2337424105961263,0.9187195596069164,0.077651895179192,-1.1865386843522607,0.16659100788160686
1.0529676474540657,0.3403103489023574,0.0427924837111564,-1.8473571558110957,0.5120237613516565
1.096934678976826,0.6196169286135552,0.0658738590809299,-1.0578594921537992,0.8637872845872607
1.106712686210172,0.3725184772536817,0.0430625712620461,-1.652755960716329,0.47521982552666486
1.2406184516168413,0.8069883624017131,0.0316118749526001,-0.7454003006312063,0.8408447757017257
1.002228009692856,0.4423926527592285,0.0429074493636423,-1.9826079270339587,0.48440796274576314
0.8822844842151367,0.797478969895802,0.0671020633022021,-1.9341134252618504,0.5435619025968208
1.0283673160117182,0.8245858482822275,0.0561468910340483,-1.6979348771245157,0.4012022936865378
1.2176156405944032,0.7637304913424678,0.0726986645256818,-0.7884683231929158,0.8147093719765053
0.9738015868325164,0.4535390137541322,0.0778229010819164,-1.8751500562864025,0.5757903023925337
0.7272519958636904,0.6325574594875347,0.0466261118595528,-2.80020236350235,0.5757090225358752
0.8620854315276765,0.5182682715104815,0.0568594594486694,-3.272721158104338,0.3085679901084859
1.269730365087906,0.8784520663702695,0.0749776885111796,-0.9370358925925861,0.436421246364489
1.1454760462430855,0.9343134737599974,0.061652114829236,-1.1148611625665943,0.5342204390569805
0.9110345171158174,0.4166390481239774,0.050081880595883,-2.7533145612768486,0.3871663918982904
0.7874835137270058,0.4918647321130683,0.0479367666587802,-4.107518739666472,0.31221352168699923
0.7592814933265378,0.7860451683592489,0.0397081640296818,-2.6837413433695883,0.49907374308418184
1.2562775972434617,0.5133211553672493,0.046519290601956,-0.8312062258666482,0.8744201336651258
0.8692409271238642,0.380562342152384,0.0552801700016809,-2.4267378863433686,0.6034072834438575
1.1387008118381816,0.674726799657535,0.0783224583287878,-1.264022218718109,0.5045650418708192
1.1322500749857478,0.596650015464667,0.075616276451933,-1.1612594309043824,0.6723903864019576
1.232259538769536,0.6877677766538748,0.071630581530743,-1.2536685832082344,0.20466550218657176
0.824004560809607,0.6007386481247804,0.0392420967332219,-2.764831580646548,0.4514726322406659
0.8556409489653378,0.8045797402601362,0.0552806378990947,-1.8231599421878217,0.651531186573493
0.7109656948206664,0.8240534322719697,0.0520009719139383,-2.2036201287607176,0.7170220021487239
0.8143425390474537,0.5881428412174029,0.06743728305689,-4.661039962034769,0.19864725637376068
1.0741634405488816,0.671362210460692,0.0776796867472185,-1.8288885916306934,0.25379728780194455
0.8841743881960479,0.5499710672772532,0.0392069383631944,-2.718748162235601,0.3885395026452443
0.8836675753621773,0.5907739580752764,0.0771612841615902,-2.1161505791536728,0.5495092856142492
0.9033256361637442,0.3292063809977759,0.0344047731181353,-2.1242080562359065,0.738329730767191
0.8473043686349917,0.7536515425598371,0.04126402302572,-1.8495700865257023,0.687505152787935
0.977169764046746,0.9066418779411612,0.0529840313281189,-1.2909612609200936,0.7313558734756498
1.177604034681616,0.8094629773618836,0.0537169902958677,-0.7938875366173307,0.888457690858786
0.8626121531842538,0.7488054323788822,0.049829767413759,-4.59420022438549,0.13644727996847905
1.008055598797992,0.4037617359290048,0.0490753633612379,-2.933543384511998,0.14992120260444608
0.8239621155073691,0.35269341808542,0.0626046103177775,-3.9271038258869524,0.3387258341251709
1.2360219195206483,0.7301933584406559,0.075842406822662,-1.1598477286907924,0.31139464176817455
1.2189447655896135,0.6129944864076493,0.0609446111478409,-0.9469256498808833,0.7126389409825151
0.998124771828514,0.9467846527477588,0.034469211006607,-1.2313268014662222,0.7404378487728991
1.2153458627239808,0.3235867359103091,0.0674940542177245,-1.4367912145864155,0.18199395211127012
0.7247973186957685,0.6094315737776907,0.0579579117792584,-4.583816859954333,0.29830627733076653
0.9780384698710544,0.46535327304327,0.0774511944627714,-2.9742674093008326,0.16669389375806531
1.1878490976334344,0.9181967518411857,0.0704962127733508,-0.7286423892512519,0.8727049269020881
1.0173657357685877,0.7743044121992955,0.0773654793526547,-1.401287598503702,0.6074366463542447
1.17466314879835,0.7662639336688355,0.0663399810293356,-0.8834448872199744,0.7931595055549678
1.2402766359443702,0.4496533124587891,0.0580360593995643,-1.0755369287792507,0.6053818447219328
0.9043974128617548,0.649138383452359,0.0509480905549843,-2.2501258853209074,0.4499683530332277
0.9836730630863508,0.6500812757826133,0.0789508175531979,-1.6415501369998928,0.5720458478151613
0.905772581311146,0.5613262079664258,0.0386653844237824,-1.7240906152113809,0.766214692793028
1.1016101177166553,0.4981785739476409,0.0752904180272443,-1.482177810022446,0.5117039448930427
0.7318574795091699,0.7671375684886674,0.0583963160038133,-4.840891971890198,0.235582152764664
0.9244922084431348,0.4543152132315491,0.0770017588852833,-4.353853494099901,0.11370083008273468
0.8590181257710112,0.3423287942862912,0.0750736534684467,-3.945590158966924,0.282583426472911
1.2595980322393037,0.662881893187139,0.0697260014272504,-0.9261506584352853,0.5914875359769667
0.7499407051753151,0.542836473474722,0.0391607704291439,-4.534811011677246,0.3022279517210791
1.1938812539932349,0.828630876036492,0.0379571214205819,-0.9739263898259334,0.6460194548719755
0.9627826888479634,0.8748210828434972,0.0532537592521683,-2.2410286652903966,0.28641341689876754
1.193613594149484,0.5083894728504892,0.0723923495508378,-1.463732538133408,0.16326461885796562
0.8680855264875718,0.835038932528358,0.0713383338764978,-1.5951633609794993,0.73555559014153
1.0673983855575495,0.3940730252666307,0.0555603704583716,-1.9498815894205446,0.35584376958809116
0.7379494440070818,0.4501975470129243,0.0764119405554102,-2.8558292889480255,0.6387401934819081
1.0640627810826104,0.5887330680414375,0.0737036557512958,-2.223138971151237,0.08813490388888567
1.1011112914925465,0.7717460415064666,0.0311544097576509,-2.044651009007162,0.1066023455348386
1.242249268981935,0.6743032369827217,0.0360934168459039,-1.0805016308256035,0.48716734505092063
