moneyness,tau,r,time value,implied volatility
0.7843040572982476,0.5198700378339943,0.0638301177737825,-2.092788385505946,0.8155460517980373
1.2031784604416254,0.734860390521201,0.0791577530466386,-3.5423147820317116,0.31597093533832776
0.953385699685618,0.3020010560246883,0.0791824907512778,-3.4598668140144735,0.19831189529327276
1.0958813086114565,0.6696132240712109,0.0794968843981683,-1.5610332907368099,0.8501543318391214
0.774839295831645,0.7942580030803312,0.0643864797224735,-4.773325271281149,0.19266249901534138
1.2751118793454377,0.7547186864874271,0.0686644963481696,-2.971890698563014,0.434982379521216
1.2074460213474083,0.6506682578878809,0.0497103605779719,-2.422279137983798,0.5322635277832433
0.880412218062996,0.7735305865612734,0.0454627112764515,-1.774343852995495,0.6559817929939982
1.0512201107781862,0.7303863693935737,0.0423320116620159,-1.3723924954341218,0.8691829455221978
0.8460721924430503,0.7102201938181592,0.033969736223724,-1.7012521511854033,0.806467760154419
1.0400795230647888,0.6734249728847413,0.0479433836792465,-2.6730539147670127,0.30794515617458273
0.8265150218491963,0.5723587773136825,0.0314169198101943,-2.0814487195336913,0.7162597949184146
0.9926942983467676,0.823395177196756,0.0362043283643046,-3.535488814442603,0.11033841820221824
1.069248407556506,0.8466988162745179,0.0727470022975393,-2.2410578437793514,0.4450064230024964
0.8990565486034279,0.6842043852467998,0.0782738210637809,-2.051276143955756,0.5015760526941904
0.8545781137380113,0.7180632367010222,0.0311269826374805,-2.2155036071223178,0.5328507734009236
0.8772127584152405,0.9283284228418028,0.0729944916027708,-2.145581502996662,0.41596628798629354
1.2094425123623234,0.6876218142881609,0.063612844463559,-2.247385846153377,0.5885619452067203
0.9164129621628438,0.3259825936536899,0.0398373966024819,-2.825545618827212,0.4174790672425388
1.297413042490764,0.7239570683174545,0.0335196855282552,-2.3012824272931303,0.5940866206913142
1.115044997703377,0.6140991200107087,0.0550884067168777,-3.21463633828912,0.298596896249137
0.7811926125846596,0.4664422431607979,0.0396151629898773,-2.3008144107502346,0.7752642627713158
1.1053475524935237,0.5119005839305428,0.0459727911527402,-1.6402687827107267,0.866343985454705
0.980436510545251,0.8404635678994941,0.0440591963010992,-1.2241630962118033,0.8731756863460305
0.9690948135797812,0.8711575162722456,0.046249645782073,-1.2019826664529276,0.8721282722001433
1.0963121815316867,0.5340454207705365,0.0610960018588448,-3.267491902214711,0.2926177138181174
1.2337424105961263,0.9187195596069164,0.077651895179192,-5.92244628137063,0.16659100788160686
1.0529676474540657,0.3403103489023574,0.0427924837111564,-2.4054108199832767,0.5120237613516565
1.096934678976826,0.6196169286135552,0.0658738590809299,-1.5593688719240117,0.8637872845872607
1.106712686210172,0.3725184772536817,0.0430625712620461,-2.675170992227131,0.47521982552666486
1.2406184516168413,0.8069883624017131,0.0316118749526001,-1.5666750380224521,0.8408447757017257
1.002228009692856,0.4423926527592285,0.0429074493636423,-2.1483312379256376,0.48440796274576314
0.8822844842151367,0.797478969895802,0.0671020633022021,-1.9341134252618504,0.5435619025968208
1.0283673160117182,0.8245858482822275,0.0561468910340483,-2.2122753124557786,0.4012022936865378
