moneyness,tau,r,vol0,theta,kappa,gamma,rho,option price
0.8322124155411322,1.3883938198244208,0.07486555213856665,0.30732258128399204,0.10847907079207253,0.4653894303390207,0.40761912076148665,-0.0337134140310299,0.2937122344659715
1.0421615987993442,0.8744653192851173,0.020716359703995237,0.19518067408676204,0.0993854902493373,1.0623498115511745,0.30961928771528585,-0.9000444798455591,0.11462717384811154
1.0001803991069258,0.2773939751041831,0.011425862066686821,0.381881239295208,0.4201048809118226,0.30323741323452835,0.1912847727731825,-0.12324443522462025,0.12432525951456573
0.8810123761502323,1.195929552903251,0.05900243594939947,0.38907478088306235,0.46430618312393057,0.7275640385088391,0.19669604364855586,-0.7402110177757508,0.3134707162364657
1.1228341160534367,1.2782902161905538,0.07252310054711786,0.20123066935981104,0.13770292336746126,1.0794096510575142,0.0571176316370946,-0.11794159424054929,0.09500900497109999
1.1400485367563222,1.2716734864014887,0.05374491493035321,0.45396820568263335,0.15986139788760095,0.0992904562894863,0.1671467256080833,-0.7693696571767149,0.1883996171229906
1.0468336692871554,1.1959743208652405,0.0952565258787686,0.40571151725613275,0.23626100019327517,1.8736733150645246,0.023679239290826992,-0.6071436547705065,0.16315281562665876
1.3691051617315098,0.16330252200965992,0.02399887106258848,0.1907609800140937,0.11310290635863957,0.009684478336114077,0.01738020832670778,-0.652252707873503,0.0016346215181603507
1.2770175660664314,1.350619918295527,0.05696742877825625,0.48834110443886625,0.40948524287640237,0.015964399371361404,0.03903427566937323,-0.5336426463010432,0.156989489554484
0.7604007912623402,0.7662418534682053,0.035585611661582174,0.13164372209999725,0.40167001962388804,1.745163345764741,0.19365872126491818,-0.2629950922653308,0.36951026159360356
1.2246865958251538,0.37917059402338393,0.03661082221189462,0.06199580689315819,0.11500101277312869,1.9060304612536643,0.3188825779104715,-0.8790590825825,0.008417693196734174
0.6862283398060297,1.245880775387066,0.061156897200327236,0.2557578466546483,0.20617821273091336,0.7657865867186608,0.18050398995172973,-0.7158776219397746,0.48373884180226034
0.9799015560062598,1.1184906131815118,0.05474123081529944,0.35997720854283816,0.1620431157894328,1.319995801098345,0.06949472653411265,-0.5575318766100912,0.19992526258063834
1.229078313829203,0.10751027767526654,0.05286587633530228,0.3825982839044563,0.3854103640156438,0.9582779678186286,0.46421686129060497,-0.57957960327907,0.013620168284665468
0.8731636253562988,1.0170597847345297,0.051313139882994664,0.47651099620425086,0.48791746480361975,0.32574558040238033,0.1796670010245408,-0.4721030533062733,0.3268328879780252
1.1188598884637995,0.3043260904504354,0.013910275879188817,0.09988016000289301,0.30242980396772573,1.3908613176722893,0.08272706302835686,-0.865531969977483,0.031769354794933154
1.3471618154368146,1.283648876559971,0.08965288619472601,0.18651705408069724,0.23536575403812393,1.8014694476044584,0.29029269677090574,-0.49026521194538214,0.05284456179911099
0.6052587278411726,0.7088220373228691,0.03478127677096552,0.29741707737173645,0.04555733165721487,1.7943366514512267,0.4391754084446249,-0.36983891739444985,0.653092610578055
1.0399587441014777,0.6140273757893933,0.005035724468260672,0.4335804111326324,0.40273282374170244,0.31438309623376415,0.2236196820713196,-0.3102972822570067,0.17326277069594653
1.021535954277374,1.1896007882001418,0.04364543200167789,0.07234627679210535,0.11377001564526912,1.180647166223912,0.39760051812311176,-0.277093788546509,0.0928397606640345
1.0025764392257046,0.7505407373525834,0.059307584140123604,0.24106375082410147,0.08171857600662913,0.5953735305073369,0.18693875258604303,-0.16712780352469314,0.13225734286899116
1.2448470632582138,0.9812650705539654,0.07521235924804351,0.26838855403055384,0.2874843521907217,0.14741066876372955,0.40434726798341103,-0.6295563365184754,0.08432048393908743
0.6391440901632512,0.842787592154565,0.009344456895498144,0.2840045675437666,0.23081596035618135,1.705924455912824,0.2968865820826459,-0.4441173098814709,0.5893072528707437
0.6269881476582531,1.2833373084461632,0.056207703252545954,0.46581386265735275,0.28438824992912237,1.9309952291966066,0.31776982798244063,-0.33121354701481476,0.6423567244267947
0.9759077232954483,0.35637886879391534,0.012677209829488412,0.14111650812839932,0.20923066476330338,1.155781796004454,0.1470900524156224,-0.5349533650524353,0.09833379921586696
0.8549716380125344,0.7698602223836368,0.039966465259037645,0.43549345619800733,0.1750883438257087,1.9672043811283944,0.47123906938628884,-0.1723309133530393,0.2811783326855891
1.0245709953936597,1.356454331404193,0.097627765051543,0.34796942013003174,0.37690000003372287,0.7434449019955198,0.03382883616918625,-0.5605316465292797,0.19860739054405271
0.6148879708103698,0.19616693777950772,0.006198201123350855,0.09441324952932255,0.3521942160683074,0.23449748942850457,0.25645069031139667,-0.6222098969965735,0.6262355651895927
0.8816620458726966,1.0740790407937153,0.024458416954185658,0.2808946036533409,0.24158230105264228,1.861026654349873,0.27951679206283697,-0.3090340461950948,0.26736428564685605
0.9197673879538328,0.8724373701111022,0.026413882953669643,0.22999523661733295,0.35474463441450077,1.4956337147117378,0.1088467712437316,-0.02294164973974011,0.2333687174496477
0.6465043432117878,1.1007803784827084,0.05298852801168602,0.20059114076344814,0.05390858278853006,1.0360933188232038,0.23366422769807732,-0.29438102758598683,0.5423818667398547
1.3881000545051099,0.973314597531543,0.09584893263619629,0.3726104297618178,0.00018443700460829549,0.9050215076493042,0.2052312288207373,-0.627604549194701,0.04586881526860975
0.7367645657868105,1.0608886899199492,0.05214715733377835,0.3565275722773973,0.048520928408056,1.548515854517154,0.16212901797852874,-0.9461287494330078,0.3902980926708994
1.3982599232859725,0.4755086135803652,0.07160443243026314,0.2269094408195778,0.27161903211061783,0.9990189743960385,0.12373150494475765,-0.07165297341604371,0.016179056416964592
