moneyness,tau,r,vol0,theta,kappa,gamma,rho,option price
1.355575531300795,0.46205558700838556,0.025733546242425,0.35667128794050984,0.41183977323851517,1.5292459344637375,0.3593159454356039,-0.41719612968003017,0.32091024822669534
0.8418769463199711,0.8735165849135063,0.05670197018092456,0.4287928837745272,0.2706180031476058,0.160823218210707,0.17553768072706044,-0.5384263830669362,0.18814843913594753
1.1871059636607662,1.3066338164962208,0.013368302157036271,0.3297627060299853,0.0026674016266359235,1.9186381978872245,0.27987716521223704,-0.5201097066818339,0.25278143738173436
1.398521656639641,0.3537422915039783,0.025602155646357164,0.39254379582002336,0.23145650083893254,0.7538749996345202,0.1773519565148592,-0.2055816763207866,0.32490363193304417
1.2613030829021508,0.4617652008509129,0.013446031671036652,0.24222913181594713,0.1669515547653615,1.3158386214324804,0.026882429571084943,-0.826074919513556,0.2571565913222649
0.9326890383937365,0.98936073295333,0.0056051096897926644,0.4758448376816116,0.29320636174494513,1.0470327111063655,0.36823576438534866,-0.5426235721457504,0.23001859008327433
0.671058030416281,0.4727921715137885,0.09842173591431363,0.47503037603362763,0.48096258459205377,0.2849245685262629,0.06499723340864433,-0.023629748568310238,0.07412971331477816
1.0148321223952719,0.3533967557586414,0.09033462488641676,0.19442685929375542,0.46179387420316026,1.5418278250210626,0.4819018162129019,-0.6221044638387716,0.14257230802325394
0.758421007749269,0.7884289934855128,0.010664699132475964,0.25786398524352955,0.017954695297965895,1.1271318748920478,0.4754486062944996,-0.27970447570409507,0.0517205200933911
1.0233146593454217,0.4806625441595148,0.090460967734862,0.2665736730670949,0.11102158880478585,0.7198146300096226,0.2131936366734703,-0.18224828716159824,0.17183958803910998
1.308180365301341,1.1285005733855564,0.005047786955628519,0.4036500225379468,0.05958209735938297,1.7501282318004294,0.2807171010974062,-0.9058944459695695,0.3165128572351479
1.3088921792935186,1.2972832290443146,0.02514697727136708,0.3459326045666324,0.13975160770929396,0.41367157941884014,0.046031150580211344,-0.41508050599568813,0.37558165012921496
0.8911062446456048,0.9664161046790379,0.08799927064632661,0.4549151818585529,0.27776495714762756,1.238828219220671,0.26345631814417964,-0.7325421972554018,0.22673221389903084
1.0326919856490406,0.5028941272942417,0.020524377572133025,0.43360769549957334,0.40242834666356253,0.5332411622057385,0.20414235268930697,-0.5662836245926187,0.20481827478075604
0.9018081420324479,0.7579028304518363,0.07711639453326324,0.4570077439478369,0.4785010960587022,0.6213592554174239,0.3671062898859419,-0.2867552309884752,0.20148812678150016
1.1905050042499012,1.3156356558302362,0.016417999048170595,0.24775129447422645,0.024981067416220026,0.41767479706799415,0.058635802600456144,-0.6025982733522733,0.3041585752632492
0.6301132665831678,0.24509740064158161,0.09971715485328696,0.3217713386430281,0.04642955627567602,0.8659872451943236,0.40129617411203344,-0.910342459030172,0.002395667114985426
1.2317597794640713,1.121313839535648,0.0777520212293897,0.10847112065249391,0.24486910391509514,0.3847239834943912,0.3637004349798103,-0.9471185911106732,0.3058682715673229
0.8301059082525619,0.34276097451470583,0.04588110663916778,0.4991220727779752,0.02527166977658446,1.721447329171286,0.2886721996698377,-0.7956570946619373,0.07531163600497387
1.3417034715285243,1.3556443706657473,0.05988704641462872,0.2331092894139215,0.3906433814354102,0.8373088547144711,0.2941601955630005,-0.03389827938233958,0.4149970147068239
1.3893921978013035,0.8177489777622201,0.04194058248461385,0.39604560049525983,0.09621870647185438,0.31202458097061303,0.06659546128478738,-0.6161815392320942,0.3636839466755881
0.6627504765189595,1.0355010676554688,0.05493182844762193,0.10826830217529082,0.4640399301577901,1.0941733514934564,0.1196642220919335,-0.3542416257517731,0.08521996063657004
1.3769990687200442,0.5465402567488563,0.024317553863580865,0.3813976480052482,0.2740352264664876,1.2157277130170585,0.031019707692574172,-0.2251075764612568,0.3332812608837852
0.912798704852293,0.5451482431862268,0.02754041531882692,0.17811956832101394,0.3316471286453091,1.1362163677475348,0.021278172180148824,-0.20583347654639506,0.09568942271568696
0.7348031724617895,0.6536686957761486,0.07918003015027245,0.4968152522057676,0.059489289790469524,1.1480854816509876,0.049193047521080335,-0.6372144367973626,0.11208517653262744
1.2831032789651453,0.6617333835881846,0.016296963552821297,0.27861494250003005,0.14768996386607258,1.3128857365143358,0.31040291114998175,-0.09422316803307429,0.28576887152059827
0.6779000279700387,0.6980537933712823,0.08500200950692126,0.06202332895539325,0.2535305448381125,0.3556797079972711,0.15786873987469663,-0.6845813852094615,0.005103931886787952
1.3592994955892614,1.225840636216903,0.0934414224337135,0.05482172656044512,0.2990836662962287,1.5174654738526334,0.4975700446391597,-0.22853266542252315,0.37854347098756774
0.9557042283292554,1.2702976078628667,0.024598393394236518,0.32629782419179726,0.20830255301456618,0.007401680236509112,0.14072625461045696,-0.2301342857328943,0.23888944709865922
1.2814705165110187,1.1233242584688181,0.031898803353719384,0.46462496906908424,0.2910648814271758,1.6885172982923484,0.06730168610347342,-0.07028049970768657,0.3800722867953159
1.295605908016087,1.3574940173930337,0.04806576839236868,0.24443558532243526,0.3454492120566699,1.7195329325441893,0.16673073281995943,-0.39951416957947883,0.3872028818143631
0.7610612979969005,0.9838741718125242,0.025741201844172158,0.3724140913993833,0.33359083087392394,1.5339085692871202,0.15535278542642855,-0.4623760401231647,0.14229756630400175
0.8138533671401067,0.3579424098901396,0.05073190289617621,0.3225821138852843,0.45085604333883567,0.8037926570471068,0.2673173131799451,-0.49337277799760265,0.06692609041869978
0.8763502697041123,0.7756115870292946,0.06707125455954287,0.39930380704030644,0.2810484522665573,1.8360710541919105,0.4562804995453397,-0.6410637320906483,0.15949616597054864
1.2912510120984586,0.17618067398476145,0.08920469172060959,0.2668316264347634,0.14515176076687542,0.24103480846793257,0.020054649383950296,-0.414487747506596,0.2483268449493565
0.8733467355341756,0.46061009436240674,0.02252183956306876,0.3762828502712483,0.12793838717612754,0.2625450660564095,0.33628397187891235,-0.9146576937601849,0.10913948654095805
1.2342973918667672,0.4127761381994324,0.0004370594074150858,0.20214802590523107,0.25653868015414805,0.9367271479863297,0.12301497043366683,-0.2056478932479805,0.23108042033088003
1.2495319195727066,1.3578804350742724,0.00942110876501402,0.23120616647001274,0.48700512230537624,0.4805801116906254,0.4326402871446826,-0.22080549805449856,0.35722658673324337
1.1165876348109554,1.0328981331152887,0.09070055700583733,0.3376423018248573,0.2238725326232343,0.3515852240298587,0.48378347715591036,-0.9101177581739268,0.30849707039778956
1.3093225941968694,0.7604969291871105,0.004429812123531352,0.3431439743818325,0.3361220873561422,0.5812584247805044,0.07378598466081121,-0.6436808928003472,0.32813258103121157
1.0970618102756784,0.6417010493808537,0.030526707701723988,0.41556063014187655,0.16552070664059093,1.7221840929202186,0.05944404769420869,-0.2481068941252279,0.23019036612253077
0.8305276134852098,0.6162147315700776,0.06978879268919512,0.1847820647265524,0.24641819281407412,0.0483866247328999,0.35726805964660036,-0.9440264622280475,0.06453099329364445
0.9435059088323536,0.413038952835735,0.05674789491848612,0.3035886852280647,0.35290386114628136,0.15486548240125142,0.10290734123768513,-0.23764032388084222,0.12570690219892391
1.0864829412839139,0.8862815416472735,0.0931555853916357,0.2721444251459982,0.13627359341630174,1.9727201759335407,0.015274438208249308,-0.40829096485792227,0.24536359157587823
