moneyness,tau,r,vol,option price
1.276498790135423,0.5503942671293571,0.046537423931088714,0.2872080681318595,0.007395831525186185
1.0270541294473607,0.38807211059309565,0.046574432870629054,0.8181135102316965,0.1687357657483528
1.4982747467807853,0.5557465616045547,0.07053081772451927,0.464359924512599,0.010564529820356175
0.9599991324868883,0.5464207358506142,0.06735300673607944,0.3758078535384127,0.11463311887111881
0.9180203191094666,0.7380672443566563,0.05800363299433626,0.03826010536672112,0.08464503325551637
1.4449807789140632,0.39787061560773057,0.07223985060655888,0.28783943264766015,0.0005127709697761179
0.70620365593506,0.6592011727183487,0.07137759884371357,0.6496450724511094,0.47286277183178715
1.3859862141459707,0.8728465008952937,0.0740042999688992,0.3495484193226062,0.013916196259959797
0.7823323386787582,0.8439978699614514,0.058948433293492294,0.49805351040524193,0.3384448367786417
1.494778759151286,0.4922029789406433,0.03229292011033225,0.48606139714979113,0.012870339219700095
0.8809535387443653,0.33631745033699,0.06931784343918497,0.7223761006809936,0.23236231637314367
0.5914110134482403,0.3943070278581619,0.06626946685168564,0.6031175972514664,0.6937583518101323
0.6135191747699592,0.929382310497509,0.03965594830660058,0.550761227838063,0.6624611314556907
1.0615219007098908,0.6753321314821349,0.07216138078984424,0.896907163896887,0.22349603373030896
1.26355403382227,0.9227163574147834,0.07557257972655346,0.7730981564120964,0.13480566894176302
0.5984220800039677,0.52264636771442,0.07478985074398906,0.868602760114827,0.7241957367885843
0.9046823079982391,0.6597062058560081,0.03046186053411621,0.7598303765351444,0.29274054482857786
1.1103919529890933,0.3937904216366044,0.05536088401181286,0.2804257527655385,0.020297015394132947
0.6736400723120898,0.9111547105571836,0.05260459885236652,0.5113903453011773,0.5141844590527926
0.9714605021373344,0.4026693183314617,0.06431777177253756,0.5927737531200113,0.14721372144483366
0.5979245334175817,0.5805855969330833,0.03659536964666371,0.8767264045571412,0.7512504321059551
1.160474619057951,0.9160927390979119,0.07042843048114644,0.4068325755356012,0.060707059866689075
1.368656095320749,0.4057875925413305,0.07891965215064355,0.2032155020739139,5.9019288616055885e-05
0.5617124563781158,0.724255225857305,0.07940146082024359,0.2408504086812598,0.7701911479049882
1.3298066817351069,0.8503329705757081,0.07920492907674964,0.1716956385643778,0.0006322616066951268
1.040253690062031,0.561185916938564,0.07918913191522027,0.8690293447002431,0.20089150607622627
1.3555786980177302,0.4064239144274601,0.03156159271149153,0.2631021661310964,0.0009611941996830201
1.2201203382116872,0.7672909304213891,0.05540563951656424,0.5703140000176204,0.08182587623933264
1.0815095749589352,0.9215769792032071,0.0732353134167816,0.6456477218155116,0.1672567202000647
1.3926209738528246,0.3285264657645174,0.0519967179372543,0.21049456126713803,8.896459494551848e-05
0.6414311534757572,0.4164353311183991,0.037651879002975744,0.06573257309082921,0.5565736420970484
0.6164128604256548,0.5045712965547626,0.034530895240161265,0.23938108091546695,0.6193132171415844
1.3631548419265944,0.7792030837604954,0.039681624383150184,0.2866102674883227,0.006818807408251704
1.2922882722852909,0.8960332322242719,0.039179007574271243,0.053475974880549434,0.0
1.1367314266975255,0.8194582254383562,0.07010923686248391,0.8948867992465828,0.20248334163690093
1.178287929929759,0.5022660619854571,0.054546160099210234,0.8386262383223778,0.13126854195439722
0.7735971849387556,0.47130635500262696,0.04102239860307637,0.6798249655343753,0.36906109233067336
0.8118962862205038,0.3450528015758477,0.07698579333205305,0.2775120828587094,0.22886266827864388
0.9217874582765577,0.7658058187284676,0.057512297401468834,0.550593808375801,0.21348162977573182
1.2252130034748143,0.7017345265908916,0.05775854837667742,0.2725049743184647,0.013634988890618501
0.71918002321567,0.8665674804548535,0.054630871353244334,0.16651675011973863,0.38384746808867515
0.6130982626875421,0.36481970032695255,0.06001652558731384,0.6517013090480025,0.6380693439115019
1.2364777848275188,0.6335073259403936,0.0674716811528738,0.5025896164905789,0.0497680761214822
0.9891934490394351,0.795468074616668,0.058976888545893044,0.18671771147008565,0.051172626617652726
