moneyness,tau,r,time value,implied volatility
0.5526740872327818,0.4407448354661878,0.0456228672801978,0.019821644237525294,0.7243202364504393
1.0723479926380448,0.49143685584057895,0.057804876596315294,0.13189208642870032,0.24771004567029295
1.335848883032307,0.7208972574697307,0.09560684798235912,0.5144487103616973,0.7107412801824281
0.7420215164041342,0.906927222119477,0.04456683798552894,0.07590275407414661,0.5094209996879543
0.6127362557146763,0.2439791049133978,0.0919231798067849,0.030331541886050962,0.9540711539829112
1.2396926285606815,0.7308421415504214,0.09026054707711974,0.3140343288443563,0.2523810929862462
1.3175111956849261,0.5087965865192569,0.0380845658748841,0.49419436318663557,0.9279638229443282
0.6559143516185377,0.485751657252239,0.09079473993297292,0.06026701644972615,0.776690724327932
0.5680451343490828,0.9318827470719457,0.07564498830116693,0.0540088268092069,0.6481862698744281
0.6052731754007433,0.22774577477788,0.09147830385775106,0.02723253508920868,0.9721635488029466
0.8777307980349195,0.3223108498484316,0.0421365936948612,0.017316442961422825,0.26378336371302
1.2634567299961428,0.231323734179174,0.057629262640649465,0.3485769692245133,0.8288374530701976
0.9832150602845973,0.26576027826457244,0.03847714667300979,0.06993719116360704,0.36128601282841516
1.269747997570141,0.5388161271795533,0.05892957946540786,0.36362820349815267,0.5346373081434497
0.8976613952435837,0.28108111809508857,0.04456574796800007,0.03236099136974061,0.34216972816131197
0.5106414385918093,0.5511050160703802,0.027703516116143814,0.012846326733865454,0.6432832552149237
1.0153409807802913,0.8890540054085853,0.09376014533600208,0.10054554589211329,0.09136262328310572
0.5870584052114958,0.7357995555940449,0.004223939041890679,0.01354900874761258,0.47086979394836864
1.3854878015404997,0.601132600364033,0.056468388629450965,0.46281054567582763,0.5074086475746972
1.1941660483697136,0.37221428150494174,0.002128750599883056,0.20284051688075322,0.23385927489076394
1.0855964351948446,0.7378138061077566,0.035829590416286076,0.3405337495376073,0.8138529335208748
0.8511861168337393,0.8012622247055312,0.009283430802636817,0.08648986028762784,0.44875357732044696
0.9018895039936388,0.16367606113208868,0.0839768035039677,0.05044756277357385,0.5671277601571497
0.9686532736068169,0.7367304100349348,0.05214657494703023,0.24757604898616906,0.7520868100093753
1.3470832360307163,0.2555216290365761,0.07909520518654176,0.42550332701776666,0.8115002004928773
0.5190721427508499,0.9034833251162734,0.09046142824841412,0.06629843120456733,0.8037166404832219
0.5715678720921262,0.2567497702576141,0.023671845435753926,0.023149494371464775,0.9632266598152152
1.1396620406474196,0.2094969483951225,0.013252138263665858,0.1862182608394866,0.5101174303200883
0.8656601311657861,0.7901963739164779,0.014726687165137543,0.01254366052182131,0.1605582216018543
1.0082758013458688,0.09662988176445263,0.039166314192479346,0.11090643970282699,0.8453696734936393
1.2344661847199196,0.6853606091287322,0.004438971821180748,0.2740778245805755,0.3269496636425503
1.2039528678794291,0.837551143689061,0.015095152225403386,0.2631190534730055,0.3182625645785936
1.2977547109914815,0.8933360139974746,0.07737197738497968,0.529307442919573,0.7697802442452325
0.8348762068957926,0.5555203678501577,0.06592195459610521,0.05793583970893691,0.41644471381496656
0.6408045989416529,0.2593522462822299,0.09144772080113933,0.024348074124579594,0.7948697911857936
0.6195897965579089,0.5538901491284633,0.007290718937454366,0.02961666575177509,0.6312077408270804
1.0357653741458126,0.589888611513877,0.07598390506377299,0.17649627372348972,0.43785637881841494
1.074567298605634,0.990452850185422,0.015197965802684755,0.15510038890495242,0.2559260509480553
0.8153382496086842,0.7063337692478502,0.01626174064762407,0.19397383237289006,0.9244615000811925
0.5266762316919961,0.8362612159361029,0.07483799023834815,0.01878210985708486,0.528273337501104
1.2445297352009823,0.36365413539276137,0.04660743841022877,0.26873567272952226,0.2849806714912604
1.1449271606466191,0.8598487296520373,0.02118025661870635,0.26852777511036996,0.44921236356288424
1.118237182491567,0.8139530671775992,0.0856369236251523,0.27614191456446563,0.4575770880771559
1.1067381680813417,0.9243174163774031,0.033511778753520384,0.458129397364716,1.0080113250377234
1.2529808172074757,0.8393672081257517,0.09502108816076991,0.3301229434604328,0.143418724592422
0.7111974265934974,0.8291250963170238,0.08529587504755323,0.023048992530981242,0.32276477340391646
1.1513820179384808,0.43924522275974986,0.09636522771002572,0.32617058060500426,0.7861121487483462
0.8299801031128009,0.22164936319458062,0.022855361537143196,0.027522853622230833,0.5042485189287333
1.352578776375859,0.30701666109247994,0.0537323284887059,0.38648259886565006,0.482810585417046
1.0630131484440306,0.7293498238550177,0.04217411085538469,0.22376871124627737,0.5041930435813949
1.2436004386706192,0.40861947716223385,0.05691341959135862,0.3440088480688266,0.644064043758764
1.245727549463497,0.40911007242402525,0.09345800058137793,0.4172129447411207,0.9067199938626439
0.8440880536072073,0.2562740361938002,0.09031149559676109,0.09500629516876168,0.8362206939575589
0.9906455649476318,0.31109831779079417,0.08624899684717938,0.1397169725568168,0.6022001492833937
0.7807822106741948,0.7268442740351061,0.00454751085646119,0.16476199590827628,0.879592206634995
1.301977693014496,0.3099997231314313,0.05074187241306976,0.3175877570882062,0.1387781071099687
1.3516419295044824,0.1923491286759514,0.058915488846761656,0.36283432412168803,0.0782393625618639
0.8819644564365895,0.1697600055740046,0.005346119872217937,0.09000800438971575,0.9179874297768993
0.6665366974258277,0.5023152638015409,0.026318694353792384,0.008465844647634595,0.39769478721932633
1.3042274480843992,0.8514144454935302,0.06729717794302627,0.36667281622004705,0.23166553901539638
1.3999765955139591,0.5350767749173105,0.09864842171586576,0.5104164029164588,0.6343016331560173
0.8671660930734849,0.6026868517337854,0.011489853599457811,0.1743654879346201,0.8199116653238272
1.03995401474707,0.6764350714023721,0.09733166160836122,0.12946796993078663,0.20051889849055854
0.801604511209254,0.7393290151246351,0.09302880711185588,0.11277872016237471,0.5806456448691272
1.2501444792005594,0.1072802743628658,0.0768875908448661,0.258469188934432,0.26407372886056285
1.1942803914170672,0.4329649401852345,0.04198818606881802,0.32402981528243113,0.7096264363600706
0.9126304309760431,0.1535919883658421,0.0939523484491255,0.01928776991504639,0.3175206263976561
1.2997275175644005,0.2613547614005101,0.08707370955930162,0.383295840899704,0.7749218301609875
0.7615890524580511,0.9276712788153256,0.05600676203009317,0.2094654543736534,0.9275114797078905
0.7143687682792123,0.692102969174513,0.049665389651681525,0.08470045995039321,0.6728358953011997
0.9979020914811918,0.3396140730885888,0.06121577811375442,0.16839043575557974,0.6964322728183817
1.2228207333637457,0.8213362600679516,0.01092234797189634,0.23206654976440952,0.0988335893764467
0.5766303052027492,0.6934279159694171,0.0288431677569749,0.057221257329724426,0.7917142370884442
0.5964978890606323,0.27333145744510556,0.09029604097322154,0.025697921185514346,0.8863278700231008
1.0011129426355359,0.9826141235866709,0.010361642488577738,0.13138102978755956,0.3205935384043847
1.2962560718932363,0.6971946943438917,0.055075496043688846,0.5344431702039845,0.9389285357545202
1.1305511824644219,0.23850800999882354,0.04509213571475323,0.18359999458349444,0.47175956479566855
1.155474397308887,0.4257503019246721,0.06875595540027496,0.33984244936153235,0.8674214663534617
0.7609321754087689,0.7299993243494582,0.08693764278629318,0.10443408400812197,0.6292186797569167
1.1325686828401196,0.9585656531148392,0.05185385484460262,0.311987487837636,0.5206377960548387
0.7030453430567927,0.7668490884392902,0.036174943803691975,0.023682307455382072,0.3792760840242771
1.1030262329341693,0.6756604559093842,0.011989030077348695,0.2554371130917103,0.5731093663452822
1.2201166972611504,0.867017831124264,0.0847573060995401,0.3831148224654072,0.5236712138843639
0.597956218986827,0.5747548137019982,0.059738962725440464,0.06076953004621485,0.8368887032282236
0.6917076684857929,0.24767577052698048,0.05603695916663868,0.009672594478581606,0.5407003646032777
1.1184719398349525,0.05856779551048532,0.04211312491115951,0.1556913674534859,0.7981799419224316
1.0479861138476148,0.5579260533366859,0.07222718410747661,0.20139316649816685,0.517157593438407
1.2544373669289919,0.3423165558362767,0.07428700001907565,0.35786485707673077,0.7222812279800518
1.1123769314327254,0.4296545113974562,0.026679576305988873,0.12511243652853385,0.10598133930286777
0.7703425922084963,0.9140192386862276,0.07348444072488691,0.055230539459826734,0.37218467460912746
0.9538413184104715,0.9075914749577354,0.04322834373503107,0.3355719461390967,0.965453294856994
1.1085611067040668,0.22627892583350478,0.061340564125175356,0.16653878690284912,0.4684890901740297
0.7479794021555609,0.32163044924883505,0.026536309943620797,0.09756189947169991,1.0148720220645764
0.8841538251489316,0.940663031441053,0.08265949076416357,0.018736401843390326,0.10162019331611885
1.3923787312819,0.831667065842328,0.0866890502080906,0.559298097679737,0.6502405669283068
0.9199331079838664,0.5276791907927182,0.012362821185847618,0.05645516696669839,0.31975408810844014
1.3678685609856234,0.05623349052139879,0.09105348101966404,0.37298801818776484,0.4023323698952744
0.6366631696119012,0.9371325289867766,0.07946692458614407,0.07634361589799672,0.6363618309719691
0.9848138105149702,0.528002058619663,0.04083550417147689,0.22533240137147187,0.7917127706152969
1.0310049460086836,0.16868356394316283,0.07296389016215636,0.07858973866903662,0.32832617108235057
1.14742813749889,0.9215557879804283,0.00557257750184611,0.3638395557654386,0.6990459740797612
1.2693521252822562,0.22143032667177243,0.02188521688629599,0.27411607951284633,0.05700450128964571
1.3353302062690053,0.6448219453699626,0.02577537176193173,0.43374752053667237,0.5839103243033601
0.8927522447439766,0.15718109236087335,0.09086902362357856,0.0720873451939802,0.761105140707617
0.9612242389185752,0.6173555154094414,0.029396458271358485,0.22809668229258284,0.7953816360449426
1.2492029682800605,0.8906614510682859,0.041962675840498245,0.365668678834698,0.46085396648249555
1.2848622790554618,0.6802031684753244,0.04223083543749291,0.3439596020289592,0.360431975910409
1.0584888568091895,0.5848748069466589,0.07798184343091241,0.2211197783951518,0.5396175139083575
1.196587007307338,0.9982980327094286,0.007000724268744396,0.5090741298066173,0.9517755985930568
0.5348470810107172,0.8858500626753082,0.020870798412843117,0.02702091040898175,0.5882885760488212
0.5897059328199468,0.1527316547083703,0.08576333380490225,0.006154318353633139,0.8386616371331881
1.3282083235092332,0.33222182518052606,0.09213190760330503,0.4203443335907462,0.7292636362672932
0.5497398598594507,0.8958794511261934,0.028264745444739992,0.01987153902122003,0.509276059936737
1.2277462402659935,0.7547035407670378,0.0945261207216162,0.507053465226297,0.9350094179117413
0.9359180387830512,0.9786941846435727,0.02921041948740204,0.09546964876290946,0.29999033749402154
0.9610814645300743,0.7404897193464783,0.041915677122369654,0.21421122643261342,0.6680639708335597
0.7097770290944971,0.8353500288263402,0.01706639253876918,0.08196593401310623,0.6244267110481799
1.1862312103384465,0.2572419100201837,0.04529700996504587,0.2691853870438157,0.6870554630656717
0.751423762130317,0.9020343808646893,0.07306535061986594,0.04117575812698471,0.34601356029246594
0.9807317371007604,0.8597470239674833,0.0605858422999572,0.2816841502690638,0.7596700104668955
